CAGR,Sharpe,MaxDD
-0.010843166142428418,0.1047690874756616,-0.7119020175817017
0.009726733443283342,0.1685098704775006,-0.5765193252187795
0.010822684023935825,0.16901620819709437,-0.5523813692724153
-0.10619283464949925,-0.22342230379295436,-0.9130642864447169
0.08171938381413923,0.4401016641384231,-0.5389331331872076
0.14827599988503892,0.6852709762919367,-0.37340024466693367
-0.12298739338208575,-0.37752083099213424,-0.77937079370827
0.061790014296694284,0.36142000834179905,-0.4773615502520091
0.018315880720670252,0.20526216354237425,-0.5855769242529063
-0.03145412270559467,0.015235761550034924,-0.4827330958112388
0.12873543583140346,0.6161090165496018,-0.39763972159650207
-0.044044987553406356,-0.024865548922785887,-0.664733976048304
0.12120694890044614,0.5782815496564931,-0.45308867223086646
0.0400630694043429,0.28142337756555763,-0.4343677705025568
0.03000990276081117,0.24315967337207187,-0.684548801879756
0.08297990112691211,0.4592710871472854,-0.4244027325898606
-0.10959657510992615,-0.2946536661465799,-0.8379828447239595
0.07055020921994526,0.40416909512427523,-0.49373614338967975
0.0649608023411834,0.37306542443857416,-0.6945630967715746
-0.008404633181723686,0.08673194704870728,-0.6038484463400657
0.005503650711319308,0.1658460698940569,-0.521297051657437
0.05232084300738582,0.32556791438822347,-0.5410581236542085
0.01927113659358115,0.21801230266861713,-0.7723076318097264
-0.019439334939410413,0.043682301004877,-0.7015351644706442
-0.0680759285629583,-0.15768330517039444,-0.6360135460948695
0.0909144389174037,0.4866845302488191,-0.3430257202837719
0.07104246604633646,0.40165359097852826,-0.4609228338926067
0.11346164283513516,0.5629047094515353,-0.4044821818633735
0.05201273944858653,0.32640578336759724,-0.5160195202979072
-0.04288471441354036,-0.060384175074543,-0.5414040181106214
0.14649505951109498,0.6969507844905067,-0.3951422787881249
0.07079455557374148,0.39067590341884856,-0.4963667927653569
0.043806852046690326,0.29912090996056845,-0.5926921024733374
-0.040685294904501235,0.015593482839553348,-0.6163142785273432
0.01922964408726613,0.19831396199776247,-0.44240029320120833
-0.049153126215086385,0.008297270401157835,-0.640766045917128
0.1538110500119405,0.7196352966244293,-0.3151021080260322
0.04016356567487023,0.2814962894414671,-0.45424204033439475
-0.011417074851312381,0.0905590102304511,-0.5751922965069076
0.10908352407261357,0.5281740414712642,-0.5156482978153191
0.11497094304680089,0.5571881020399171,-0.39241595324477774
0.032990633234795785,0.2579535703635779,-0.5843128944796274
0.11617193352524158,0.5653442107369083,-0.47890867539247495
-0.03977297415971015,-0.029712689312098646,-0.670840561462253
0.2806105186497474,1.1324938390436854,-0.33653450272043284
0.03274766227663228,0.2544599162047917,-0.48524476351287116
0.10336245783541109,0.5286903382846833,-0.4798459887910065
0.03569117020012791,0.26772526197222196,-0.6626939322951617
0.22434400057993398,0.9452761103381688,-0.330607419625246
0.002167413524984063,0.15296144287338898,-0.591987467725038
-0.008477821095683402,0.1347281071194703,-0.5417402460055276
0.0999646938434764,0.5075265032815913,-0.4439088340470744
0.020599479253885056,0.20456943838807715,-0.3829090617642783
-0.05595337644833187,-0.036136055644056725,-0.8614705197938748
